법정동코드	법정동명
46150	전라남도 순천시 홍내동
46150	전라남도 순천시 오천동
46150	전라남도 순천시 덕월동
46150	전라남도 순천시 야흥동
46150	전라남도 순천시 인월동
46150	전라남도 순천시 안풍동
46150	전라남도 순천시 대대동
46150	전라남도 순천시 왕지동
46150	전라남도 순천시 조례동
46150	전라남도 순천시 승주읍
46150	전라남도 순천시 해룡면
46150	전라남도 순천시 서면
46150	전라남도 순천시 황전면
46150	전라남도 순천시 월등면
46150	전라남도 순천시 주암면
46150	전라남도 순천시 송광면
46150	전라남도 순천시 외서면
46150	전라남도 순천시 낙안면
46150	전라남도 순천시 별량면
46150	전라남도 순천시 상사면
46170	전라남도 나주시
46170	전라남도 나주시 토계동
46170	전라남도 나주시 송월동
46170	전라남도 나주시 안창동
46170	전라남도 나주시 삼영동
46170	전라남도 나주시 교동
46170	전라남도 나주시 서내동
46170	전라남도 나주시 산정동
46170	전라남도 나주시 경현동
46170	전라남도 나주시 보산동
46170	전라남도 나주시 금계동
46170	전라남도 나주시 금성동
46170	전라남도 나주시 남내동
46170	전라남도 나주시 과원동
46170	전라남도 나주시 성북동
46170	전라남도 나주시 중앙동
46170	전라남도 나주시 대호동
46170	전라남도 나주시 송촌동
46170	전라남도 나주시 석현동
46170	전라남도 나주시 청동
46170	전라남도 나주시 남외동
46170	전라남도 나주시 죽림동
46170	전라남도 나주시 삼도동
46170	전라남도 나주시 영산동
46170	전라남도 나주시 용산동
46170	전라남도 나주시 관정동
46170	전라남도 나주시 평산동
46170	전라남도 나주시 부덕동
46170	전라남도 나주시 이창동
46170	전라남도 나주시 대기동
46170	전라남도 나주시 운곡동
46170	전라남도 나주시 동수동
46170	전라남도 나주시 오량동
46170	전라남도 나주시 진포동
46170	전라남도 나주시 빛가람동
46170	전라남도 나주시 남평읍
46170	전라남도 나주시 세지면
46170	전라남도 나주시 왕곡면
46170	전라남도 나주시 반남면
46170	전라남도 나주시 공산면
46170	전라남도 나주시 동강면
46170	전라남도 나주시 다시면
46170	전라남도 나주시 문평면
46170	전라남도 나주시 노안면
46170	전라남도 나주시 금천면
46170	전라남도 나주시 산포면
46170	전라남도 나주시 다도면
46170	전라남도 나주시 봉황면
46230	전라남도 광양시
46230	전라남도 광양시 황금동
46230	전라남도 광양시 황길동
46230	전라남도 광양시 도이동
46230	전라남도 광양시 성황동
46230	전라남도 광양시 중군동
46230	전라남도 광양시 중동
46230	전라남도 광양시 마동
46230	전라남도 광양시 광영동
46230	전라남도 광양시 태인동
46230	전라남도 광양시 금호동
46230	전라남도 광양시 광양읍
46230	전라남도 광양시 봉강면
46230	전라남도 광양시 옥룡면
46230	전라남도 광양시 옥곡면
46230	전라남도 광양시 진상면
46230	전라남도 광양시 진월면
46230	전라남도 광양시 다압면
46710	전라남도 담양군
46720	전라남도 곡성군
46730	전라남도 구례군
46770	전라남도 고흥군
46780	전라남도 보성군
46790	전라남도 화순군
46800	전라남도 장흥군
46810	전라남도 강진군
46820	전라남도 해남군
46830	전라남도 영암군
46840	전라남도 무안군
46860	전라남도 함평군
46870	전라남도 영광군
46880	전라남도 장성군
46890	전라남도 완도군
46900	전라남도 진도군
46910	전라남도 신안군
47000	경상북도
47110	경상북도 포항시
47111	경상북도 포항시 남구
47113	경상북도 포항시 북구
47130	경상북도 경주시
47130	경상북도 경주시 동부동
47130	경상북도 경주시 서부동
47130	경상북도 경주시 북부동
47130	경상북도 경주시 성동동
47130	경상북도 경주시 황오동
47130	경상북도 경주시 노동동
47130	경상북도 경주시 노서동
47130	경상북도 경주시 성건동
47130	경상북도 경주시 사정동
47130	경상북도 경주시 황남동
47130	경상북도 경주시 교동
47130	경상북도 경주시 인왕동
47130	경상북도 경주시 탑동
47130	경상북도 경주시 충효동
47130	경상북도 경주시 서악동
47130	경상북도 경주시 효현동
47130	경상북도 경주시 광명동
47130	경상북도 경주시 동방동
47130	경상북도 경주시 도지동
47130	경상북도 경주시 남산동
47130	경상북도 경주시 배반동
47130	경상북도 경주시 구황동
47130	경상북도 경주시 보문동
47130	경상북도 경주시 황성동
47130	경상북도 경주시 용강동
47130	경상북도 경주시 동천동
47130	경상북도 경주시 평동
47130	경상북도 경주시 조양동
47130	경상북도 경주시 시동
47130	경상북도 경주시 시래동
47130	경상북도 경주시 구정동
47130	경상북도 경주시 마동
47130	경상북도 경주시 하동
47130	경상북도 경주시 진현동
47130	경상북도 경주시 천군동
47130	경상북도 경주시 신평동
47130	경상북도 경주시 덕동
47130	경상북도 경주시 암곡동
47130	경상북도 경주시 황용동
47130	경상북도 경주시 북군동
47130	경상북도 경주시 손곡동
47130	경상북도 경주시 율동
47130	경상북도 경주시 배동
47130	경상북도 경주시 석장동
47130	경상북도 경주시 감포읍
47130	경상북도 경주시 안강읍
47130	경상북도 경주시 건천읍
47130	경상북도 경주시 외동읍
47130	경상북도 경주시 문무대왕면
47130	경상북도 경주시 양남면
47130	경상북도 경주시 내남면
47130	경상북도 경주시 산내면
47130	경상북도 경주시 서면
47130	경상북도 경주시 현곡면
47130	경상북도 경주시 강동면
47130	경상북도 경주시 천북면
47150	경상북도 김천시
47150	경상북도 김천시 감호동
47150	경상북도 김천시 용두동
47150	경상북도 김천시 모암동
47150	경상북도 김천시 성내동
47150	경상북도 김천시 평화동
47150	경상북도 김천시 남산동
47150	경상북도 김천시 황금동
47150	경상북도 김천시 신음동
47150	경상북도 김천시 교동
47150	경상북도 김천시 삼락동
47150	경상북도 김천시 문당동
47150	경상북도 김천시 다수동
47150	경상북도 김천시 백옥동
47150	경상북도 김천시 부곡동
47150	경상북도 김천시 지좌동
47150	경상북도 김천시 덕곡동
47150	경상북도 김천시 대광동
47150	경상북도 김천시 응명동
47150	경상북도 김천시 양천동
47150	경상북도 김천시 율곡동
47150	경상북도 김천시 아포읍
47150	경상북도 김천시 농소면
47150	경상북도 김천시 남면
47150	경상북도 김천시 개령면
47150	경상북도 김천시 감문면
47150	경상북도 김천시 어모면
47150	경상북도 김천시 봉산면
47150	경상북도 김천시 대항면
47150	경상북도 김천시 감천면
47150	경상북도 김천시 조마면
47150	경상북도 김천시 구성면
47150	경상북도 김천시 지례면
47150	경상북도 김천시 부항면
47150	경상북도 김천시 대덕면
47150	경상북도 김천시 증산면
47170	경상북도 안동시
47170	경상북도 안동시 삼산동
47170	경상북도 안동시 서부동
47170	경상북도 안동시 북문동
47170	경상북도 안동시 명륜동
47170	경상북도 안동시 신안동
47170	경상북도 안동시 율세동
47170	경상북도 안동시 옥정동
47170	경상북도 안동시 신세동
47170	경상북도 안동시 법흥동
47170	경상북도 안동시 용상동
47170	경상북도 안동시 동문동
47170	경상북도 안동시 동부동
47170	경상북도 안동시 운흥동
47170	경상북도 안동시 천리동
47170	경상북도 안동시 남부동
47170	경상북도 안동시 남문동
47170	경상북도 안동시 안흥동
47170	경상북도 안동시 대석동
47170	경상북도 안동시 옥야동
47170	경상북도 안동시 광석동
47170	경상북도 안동시 당북동
47170	경상북도 안동시 태화동
47170	경상북도 안동시 화성동
47170	경상북도 안동시 목성동
47170	경상북도 안동시 법상동
47170	경상북도 안동시 금곡동
47170	경상북도 안동시 평화동
47170	경상북도 안동시 안기동
47170	경상북도 안동시 운안동
47170	경상북도 안동시 성곡동
47170	경상북도 안동시 상아동
47170	경상북도 안동시 안막동
47170	경상북도 안동시 옥동
47170	경상북도 안동시 이천동
47170	경상북도 안동시 노하동
47170	경상북도 안동시 송현동
47170	경상북도 안동시 송천동
47170	경상북도 안동시 석동동
47170	경상북도 안동시 정상동
47170	경상북도 안동시 정하동
47170	경상북도 안동시 수상동
47170	경상북도 안동시 수하동
47170	경상북도 안동시 풍산읍
47170	경상북도 안동시 와룡면
47170	경상북도 안동시 북후면
47170	경상북도 안동시 서후면
47170	경상북도 안동시 풍천면
47170	경상북도 안동시 일직면
47170	경상북도 안동시 남후면
47170	경상북도 안동시 남선면
47170	경상북도 안동시 임하면
47170	경상북도 안동시 길안면
47170	경상북도 안동시 임동면
47170	경상북도 안동시 예안면
47170	경상북도 안동시 도산면
47170	경상북도 안동시 녹전면
47190	경상북도 구미시
47190	경상북도 구미시 원평동
47190	경상북도 구미시 지산동
47190	경상북도 구미시 도량동
47190	경상북도 구미시 봉곡동
47190	경상북도 구미시 부곡동
47190	경상북도 구미시 선기동
47190	경상북도 구미시 수점동
47190	경상북도 구미시 남통동
47190	경상북도 구미시 형곡동
47190	경상북도 구미시 송정동
47190	경상북도 구미시 신평동
47190	경상북도 구미시 비산동
47190	경상북도 구미시 공단동
47190	경상북도 구미시 광평동
47190	경상북도 구미시 사곡동
47190	경상북도 구미시 상모동
47190	경상북도 구미시 임은동
47190	경상북도 구미시 오태동
47190	경상북도 구미시 신동
47190	경상북도 구미시 구평동
47190	경상북도 구미시 황상동
47190	경상북도 구미시 인의동
47190	경상북도 구미시 진평동
47190	경상북도 구미시 시미동
47190	경상북도 구미시 임수동
47190	경상북도 구미시 양호동
47190	경상북도 구미시 거의동
47190	경상북도 구미시 옥계동
47190	경상북도 구미시 구포동
47190	경상북도 구미시 금전동
47190	경상북도 구미시 선산읍
47190	경상북도 구미시 고아읍
47190	경상북도 구미시 산동읍
47190	경상북도 구미시 무을면
47190	경상북도 구미시 옥성면
47190	경상북도 구미시 도개면
47190	경상북도 구미시 해평면
47190	경상북도 구미시 장천면
47210	경상북도 영주시
47210	경상북도 영주시 영주동
47210	경상북도 영주시 상망동
47210	경상북도 영주시 하망동
47210	경상북도 영주시 휴천동
47210	경상북도 영주시 가흥동
47210	경상북도 영주시 문정동
47210	경상북도 영주시 고현동
47210	경상북도 영주시 창진동
47210	경상북도 영주시 상줄동
47210	경상북도 영주시 조와동
47210	경상북도 영주시 조암동
47210	경상북도 영주시 적서동
47210	경상북도 영주시 아지동
47210	경상북도 영주시 풍기읍
47210	경상북도 영주시 이산면
47210	경상북도 영주시 평은면
47210	경상북도 영주시 문수면
47210	경상북도 영주시 장수면
47210	경상북도 영주시 안정면
47210	경상북도 영주시 봉현면
47210	경상북도 영주시 순흥면
47210	경상북도 영주시 단산면
47210	경상북도 영주시 부석면
47230	경상북도 영천시
47230	경상북도 영천시 조교동
47230	경상북도 영천시 망정동
47230	경상북도 영천시 야사동
47230	경상북도 영천시 문내동
47230	경상북도 영천시 문외동
47230	경상북도 영천시 창구동
47230	경상북도 영천시 교촌동
47230	경상북도 영천시 과전동
47230	경상북도 영천시 성내동
47230	경상북도 영천시 화룡동
47230	경상북도 영천시 도동
47230	경상북도 영천시 금노동
47230	경상북도 영천시 완산동
47230	경상북도 영천시 범어동
47230	경상북도 영천시 작산동
47230	경상북도 영천시 봉동
47230	경상북도 영천시 본촌동
47230	경상북도 영천시 채신동
47230	경상북도 영천시 괴연동
47230	경상북도 영천시 대전동
47230	경상북도 영천시 녹전동
47230	경상북도 영천시 도림동
47230	경상북도 영천시 오미동
47230	경상북도 영천시 오수동
47230	경상북도 영천시 쌍계동
47230	경상북도 영천시 도남동
47230	경상북도 영천시 매산동
47230	경상북도 영천시 언하동
47230	경상북도 영천시 신기동
47230	경상북도 영천시 서산동
47230	경상북도 영천시 금호읍
47230	경상북도 영천시 청통면
47230	경상북도 영천시 신녕면
47230	경상북도 영천시 화산면
47230	경상북도 영천시 화북면
47230	경상북도 영천시 화남면
47230	경상북도 영천시 자양면
47230	경상북도 영천시 임고면
47230	경상북도 영천시 고경면
47230	경상북도 영천시 북안면
47230	경상북도 영천시 대창면
47250	경상북도 상주시
47250	경상북도 상주시 성하동
47250	경상북도 상주시 성동동
47250	경상북도 상주시 인봉동
47250	경상북도 상주시 복룡동
47250	경상북도 상주시 냉림동
47250	경상북도 상주시 서성동
47250	경상북도 상주시 남성동
47250	경상북도 상주시 서문동
47250	경상북도 상주시 무양동
47250	경상북도 상주시 낙양동
47250	경상북도 상주시 개운동
47250	경상북도 상주시 신봉동
47250	경상북도 상주시 가장동
47250	경상북도 상주시 양촌동
47250	경상북도 상주시 지천동
47250	경상북도 상주시 오대동
47250	경상북도 상주시 흥각동
47250	경상북도 상주시 거동동
47250	경상북도 상주시 인평동
47250	경상북도 상주시 서곡동
47250	경상북도 상주시 화개동
47250	경상북도 상주시 외답동
47250	경상북도 상주시 헌신동
47250	경상북도 상주시 병성동
47250	경상북도 상주시 도남동
47250	경상북도 상주시 낙상동
47250	경상북도 상주시 중덕동
47250	경상북도 상주시 초산동
47250	경상북도 상주시 화산동
47250	경상북도 상주시 계산동
47250	경상북도 상주시 부원동
47250	경상북도 상주시 죽전동
47250	경상북도 상주시 만산동
47250	경상북도 상주시 연원동
47250	경상북도 상주시 남장동
47250	경상북도 상주시 남적동
47250	경상북도 상주시 함창읍
47250	경상북도 상주시 중동면
47250	경상북도 상주시 사벌국면
47250	경상북도 상주시 낙동면
47250	경상북도 상주시 청리면
47250	경상북도 상주시 공성면
47250	경상북도 상주시 외남면
47250	경상북도 상주시 내서면
47250	경상북도 상주시 모동면
47250	경상북도 상주시 모서면
47250	경상북도 상주시 화동면
47250	경상북도 상주시 화서면
47250	경상북도 상주시 화북면
47250	경상북도 상주시 외서면
47250	경상북도 상주시 은척면
47250	경상북도 상주시 공검면
47250	경상북도 상주시 이안면
47250	경상북도 상주시 화남면
47280	경상북도 문경시
47280	경상북도 문경시 점촌동
47280	경상북도 문경시 영신동
47280	경상북도 문경시 흥덕동
47280	경상북도 문경시 우지동
47280	경상북도 문경시 창동
47280	경상북도 문경시 신기동
47280	경상북도 문경시 불정동
47280	경상북도 문경시 유곡동
47280	경상북도 문경시 공평동
47280	경상북도 문경시 모전동
47280	경상북도 문경시 윤직동
47280	경상북도 문경시 문경읍
47280	경상북도 문경시 가은읍
47280	경상북도 문경시 영순면
47280	경상북도 문경시 산양면
47280	경상북도 문경시 호계면
47280	경상북도 문경시 산북면
47280	경상북도 문경시 동로면
47280	경상북도 문경시 마성면
47280	경상북도 문경시 농암면
47290	경상북도 경산시
47290	경상북도 경산시 삼남동
47290	경상북도 경산시 삼북동
47290	경상북도 경산시 서상동
47290	경상북도 경산시 신교동
47290	경상북도 경산시 상방동
47290	경상북도 경산시 백천동
47290	경상북도 경산시 옥곡동
47290	경상북도 경산시 사정동
47290	경상북도 경산시 옥산동
47290	경상북도 경산시 중산동
47290	경상북도 경산시 정평동
47290	경상북도 경산시 대평동
47290	경상북도 경산시 대정동
47290	경상북도 경산시 임당동
47290	경상북도 경산시 대동
47290	경상북도 경산시 계양동
47290	경상북도 경산시 중방동
47290	경상북도 경산시 조영동
47290	경상북도 경산시 남방동
47290	경상북도 경산시 내동
47290	경상북도 경산시 여천동
47290	경상북도 경산시 유곡동
47290	경상북도 경산시 신천동
47290	경상북도 경산시 점촌동
47290	경상북도 경산시 평산동
47290	경상북도 경산시 사동
47290	경상북도 경산시 삼풍동
47290	경상북도 경산시 갑제동
47290	경상북도 경산시 하양읍
47290	경상북도 경산시 진량읍
47290	경상북도 경산시 압량읍
47290	경상북도 경산시 와촌면
47290	경상북도 경산시 자인면
47290	경상북도 경산시 용성면
47290	경상북도 경산시 남산면
47290	경상북도 경산시 남천면
47730	경상북도 의성군
47750	경상북도 청송군
47760	경상북도 영양군
47770	경상북도 영덕군
47820	경상북도 청도군
47830	경상북도 고령군
47840	경상북도 성주군
47850	경상북도 칠곡군
47900	경상북도 예천군
47920	경상북도 봉화군
47930	경상북도 울진군
47940	경상북도 울릉군
48000	경상남도
48120	경상남도 창원시
48121	경상남도 창원시 의창구
48123	경상남도 창원시 성산구
48125	경상남도 창원시 마산합포구
48127	경상남도 창원시 마산회원구
48129	경상남도 창원시 진해구
48170	경상남도 진주시
48170	경상남도 진주시 망경동
48170	경상남도 진주시 주약동
48170	경상남도 진주시 강남동
48170	경상남도 진주시 칠암동
48170	경상남도 진주시 본성동
48170	경상남도 진주시 동성동
48170	경상남도 진주시 남성동
48170	경상남도 진주시 인사동
48170	경상남도 진주시 대안동
48170	경상남도 진주시 평안동
48170	경상남도 진주시 중안동
48170	경상남도 진주시 계동
48170	경상남도 진주시 봉곡동
48170	경상남도 진주시 상봉동
48170	경상남도 진주시 봉래동
48170	경상남도 진주시 수정동
48170	경상남도 진주시 장대동
48170	경상남도 진주시 옥봉동
48170	경상남도 진주시 상대동
48170	경상남도 진주시 하대동
48170	경상남도 진주시 상평동
48170	경상남도 진주시 초전동
48170	경상남도 진주시 장재동
48170	경상남도 진주시 하촌동
48170	경상남도 진주시 신안동
48170	경상남도 진주시 평거동
48170	경상남도 진주시 이현동
48170	경상남도 진주시 유곡동
48170	경상남도 진주시 판문동
48170	경상남도 진주시 귀곡동
48170	경상남도 진주시 가좌동
48170	경상남도 진주시 호탄동
48170	경상남도 진주시 충무공동
48170	경상남도 진주시 문산읍
48170	경상남도 진주시 내동면
48170	경상남도 진주시 정촌면
48170	경상남도 진주시 금곡면
48170	경상남도 진주시 진성면
48170	경상남도 진주시 일반성면
48170	경상남도 진주시 이반성면
48170	경상남도 진주시 사봉면
48170	경상남도 진주시 지수면
48170	경상남도 진주시 대곡면
48170	경상남도 진주시 금산면
48170	경상남도 진주시 집현면
48170	경상남도 진주시 미천면
48170	경상남도 진주시 명석면
48170	경상남도 진주시 대평면
48170	경상남도 진주시 수곡면
48220	경상남도 통영시
48220	경상남도 통영시 도천동
48220	경상남도 통영시 서호동
48220	경상남도 통영시 명정동
48220	경상남도 통영시 항남동
48220	경상남도 통영시 중앙동
48220	경상남도 통영시 문화동
48220	경상남도 통영시 태평동
48220	경상남도 통영시 동호동
48220	경상남도 통영시 정량동
48220	경상남도 통영시 북신동
48220	경상남도 통영시 무전동
48220	경상남도 통영시 평림동
48220	경상남도 통영시 인평동
48220	경상남도 통영시 당동
48220	경상남도 통영시 미수동
48220	경상남도 통영시 봉평동
48220	경상남도 통영시 도남동
48220	경상남도 통영시 산양읍
48220	경상남도 통영시 용남면
48220	경상남도 통영시 도산면
48220	경상남도 통영시 광도면
48220	경상남도 통영시 욕지면
48220	경상남도 통영시 한산면
48220	경상남도 통영시 사량면
48240	경상남도 사천시
48240	경상남도 사천시 동동
48240	경상남도 사천시 서동
48240	경상남도 사천시 선구동
48240	경상남도 사천시 동금동
48240	경상남도 사천시 서금동
48240	경상남도 사천시 동림동
48240	경상남도 사천시 좌룡동
48240	경상남도 사천시 벌리동
48240	경상남도 사천시 용강동
48240	경상남도 사천시 와룡동
48240	경상남도 사천시 봉남동
48240	경상남도 사천시 이금동
48240	경상남도 사천시 이홀동
48240	경상남도 사천시 궁지동
48240	경상남도 사천시 사등동
48240	경상남도 사천시 향촌동
48240	경상남도 사천시 대방동
48240	경상남도 사천시 실안동
48240	경상남도 사천시 마도동
48240	경상남도 사천시 늑도동
48240	경상남도 사천시 신수동
48240	경상남도 사천시 백천동
48240	경상남도 사천시 신벽동
48240	경상남도 사천시 노룡동
48240	경상남도 사천시 대포동
48240	경상남도 사천시 송포동
48240	경상남도 사천시 죽림동
48240	경상남도 사천시 사천읍
48240	경상남도 사천시 정동면
48240	경상남도 사천시 사남면
48240	경상남도 사천시 용현면
48240	경상남도 사천시 축동면
48240	경상남도 사천시 곤양면
48240	경상남도 사천시 곤명면
48240	경상남도 사천시 서포면
48250	경상남도 김해시
48250	경상남도 김해시 동상동
48250	경상남도 김해시 서상동
48250	경상남도 김해시 부원동
48250	경상남도 김해시 봉황동
48250	경상남도 김해시 대성동
48250	경상남도 김해시 구산동
48250	경상남도 김해시 삼계동
48250	경상남도 김해시 내동
48250	경상남도 김해시 외동
48250	경상남도 김해시 흥동
48250	경상남도 김해시 풍유동
48250	경상남도 김해시 명법동
48250	경상남도 김해시 이동
48250	경상남도 김해시 화목동
48250	경상남도 김해시 전하동
48250	경상남도 김해시 강동
48250	경상남도 김해시 삼정동
48250	경상남도 김해시 어방동
48250	경상남도 김해시 삼방동
48250	경상남도 김해시 안동
48250	경상남도 김해시 지내동
48250	경상남도 김해시 불암동
48250	경상남도 김해시 유하동
48250	경상남도 김해시 내덕동
48250	경상남도 김해시 부곡동
48250	경상남도 김해시 무계동
48250	경상남도 김해시 신문동
48250	경상남도 김해시 삼문동
48250	경상남도 김해시 대청동
48250	경상남도 김해시 관동동
48250	경상남도 김해시 율하동
48250	경상남도 김해시 장유동
48250	경상남도 김해시 응달동
48250	경상남도 김해시 수가동
48250	경상남도 김해시 진영읍
48250	경상남도 김해시 주촌면
48250	경상남도 김해시 진례면
48250	경상남도 김해시 한림면
48250	경상남도 김해시 생림면
48250	경상남도 김해시 상동면
48250	경상남도 김해시 대동면
48270	경상남도 밀양시
48270	경상남도 밀양시 내일동
48270	경상남도 밀양시 내이동
48270	경상남도 밀양시 교동
48270	경상남도 밀양시 삼문동
48270	경상남도 밀양시 남포동
48270	경상남도 밀양시 용평동
48270	경상남도 밀양시 활성동
48270	경상남도 밀양시 가곡동
48270	경상남도 밀양시 삼랑진읍
48270	경상남도 밀양시 하남읍
48270	경상남도 밀양시 부북면
48270	경상남도 밀양시 상동면
48270	경상남도 밀양시 산외면
48270	경상남도 밀양시 산내면
48270	경상남도 밀양시 단장면
48270	경상남도 밀양시 상남면
48270	경상남도 밀양시 초동면
48270	경상남도 밀양시 무안면
48270	경상남도 밀양시 청도면
48310	경상남도 거제시
48310	경상남도 거제시 능포동
48310	경상남도 거제시 장승포동
48310	경상남도 거제시 두모동
48310	경상남도 거제시 아양동
48310	경상남도 거제시 아주동
48310	경상남도 거제시 옥포동
48310	경상남도 거제시 덕포동
48310	경상남도 거제시 장평동
48310	경상남도 거제시 고현동
48310	경상남도 거제시 상동동
48310	경상남도 거제시 문동동
48310	경상남도 거제시 삼거동
48310	경상남도 거제시 양정동
48310	경상남도 거제시 수월동
48310	경상남도 거제시 일운면
48310	경상남도 거제시 동부면
48310	경상남도 거제시 남부면
48310	경상남도 거제시 거제면
48310	경상남도 거제시 둔덕면
48310	경상남도 거제시 사등면
48310	경상남도 거제시 연초면
48310	경상남도 거제시 하청면
48310	경상남도 거제시 장목면
48330	경상남도 양산시
48330	경상남도 양산시 다방동
48330	경상남도 양산시 남부동
48330	경상남도 양산시 중부동
48330	경상남도 양산시 북부동
48330	경상남도 양산시 명곡동
48330	경상남도 양산시 신기동
48330	경상남도 양산시 북정동
48330	경상남도 양산시 산막동
48330	경상남도 양산시 호계동
48330	경상남도 양산시 교동
48330	경상남도 양산시 유산동
48330	경상남도 양산시 어곡동
48330	경상남도 양산시 용당동
48330	경상남도 양산시 삼호동
48330	경상남도 양산시 명동
48330	경상남도 양산시 주남동
48330	경상남도 양산시 소주동
48330	경상남도 양산시 주진동
48330	경상남도 양산시 평산동
48330	경상남도 양산시 덕계동
48330	경상남도 양산시 매곡동
48330	경상남도 양산시 물금읍
48330	경상남도 양산시 동면
48330	경상남도 양산시 원동면
48330	경상남도 양산시 상북면
48330	경상남도 양산시 하북면
48720	경상남도 의령군
48730	경상남도 함안군
48740	경상남도 창녕군
48820	경상남도 고성군
48840	경상남도 남해군
48850	경상남도 하동군
48860	경상남도 산청군
48870	경상남도 함양군
48880	경상남도 거창군
48890	경상남도 합천군
50000	제주특별자치도
50110	제주특별자치도 제주시
50110	제주특별자치도 제주시 일도일동
50110	제주특별자치도 제주시 일도이동
50110	제주특별자치도 제주시 이도일동
50110	제주특별자치도 제주시 이도이동
50110	제주특별자치도 제주시 삼도일동
50110	제주특별자치도 제주시 삼도이동
50110	제주특별자치도 제주시 건입동
50110	제주특별자치도 제주시 용담일동
50110	제주특별자치도 제주시 용담이동
50110	제주특별자치도 제주시 용담삼동
50110	제주특별자치도 제주시 화북일동
50110	제주특별자치도 제주시 화북이동
50110	제주특별자치도 제주시 삼양일동
50110	제주특별자치도 제주시 삼양이동
50110	제주특별자치도 제주시 삼양삼동
50110	제주특별자치도 제주시 봉개동
50110	제주특별자치도 제주시 아라일동
50110	제주특별자치도 제주시 아라이동
50110	제주특별자치도 제주시 오라일동
50110	제주특별자치도 제주시 오라이동
50110	제주특별자치도 제주시 오라삼동
50110	제주특별자치도 제주시 노형동
50110	제주특별자치도 제주시 외도일동
50110	제주특별자치도 제주시 외도이동
50110	제주특별자치도 제주시 이호일동
50110	제주특별자치도 제주시 이호이동
50110	제주특별자치도 제주시 도두일동
50110	제주특별자치도 제주시 도두이동
50110	제주특별자치도 제주시 도남동
50110	제주특별자치도 제주시 도련일동
50110	제주특별자치도 제주시 도련이동
50110	제주특별자치도 제주시 용강동
50110	제주특별자치도 제주시 회천동
50110	제주특별자치도 제주시 오등동
50110	제주특별자치도 제주시 월평동
50110	제주특별자치도 제주시 영평동
50110	제주특별자치도 제주시 연동
50110	제주특별자치도 제주시 도평동
50110	제주특별자치도 제주시 해안동
50110	제주특별자치도 제주시 내도동
50110	제주특별자치도 제주시 한림읍
50110	제주특별자치도 제주시 애월읍
50110	제주특별자치도 제주시 구좌읍
50110	제주특별자치도 제주시 조천읍
50110	제주특별자치도 제주시 한경면
50110	제주특별자치도 제주시 추자면
50110	제주특별자치도 제주시 우도면
50130	제주특별자치도 서귀포시
50130	제주특별자치도 서귀포시 서귀동
50130	제주특별자치도 서귀포시 법환동
50130	제주특별자치도 서귀포시 서호동
50130	제주특별자치도 서귀포시 호근동
50130	제주특별자치도 서귀포시 동홍동
50130	제주특별자치도 서귀포시 서홍동
50130	제주특별자치도 서귀포시 상효동
50130	제주특별자치도 서귀포시 하효동
50130	제주특별자치도 서귀포시 신효동
50130	제주특별자치도 서귀포시 보목동
50130	제주특별자치도 서귀포시 토평동
50130	제주특별자치도 서귀포시 중문동
50130	제주특별자치도 서귀포시 회수동
50130	제주특별자치도 서귀포시 대포동
50130	제주특별자치도 서귀포시 월평동
50130	제주특별자치도 서귀포시 강정동
50130	제주특별자치도 서귀포시 도순동
50130	제주특별자치도 서귀포시 하원동
50130	제주특별자치도 서귀포시 색달동
50130	제주특별자치도 서귀포시 상예동
50130	제주특별자치도 서귀포시 하예동
50130	제주특별자치도 서귀포시 영남동
50130	제주특별자치도 서귀포시 대정읍
50130	제주특별자치도 서귀포시 남원읍
50130	제주특별자치도 서귀포시 성산읍
50130	제주특별자치도 서귀포시 안덕면
50130	제주특별자치도 서귀포시 표선면
51000	강원특별자치도
51110	강원특별자치도 춘천시
51110	강원특별자치도 춘천시 봉의동
51110	강원특별자치도 춘천시 요선동
51110	강원특별자치도 춘천시 낙원동
51110	강원특별자치도 춘천시 중앙로1가
51110	강원특별자치도 춘천시 중앙로2가
51110	강원특별자치도 춘천시 중앙로3가
51110	강원특별자치도 춘천시 옥천동
51110	강원특별자치도 춘천시 조양동
51110	강원특별자치도 춘천시 죽림동
51110	강원특별자치도 춘천시 운교동
51110	강원특별자치도 춘천시 약사동
51110	강원특별자치도 춘천시 효자동
51110	강원특별자치도 춘천시 소양로1가
51110	강원특별자치도 춘천시 소양로2가
51110	강원특별자치도 춘천시 소양로3가
51110	강원특별자치도 춘천시 소양로4가
51110	강원특별자치도 춘천시 근화동
51110	강원특별자치도 춘천시 우두동
51110	강원특별자치도 춘천시 사농동
51110	강원특별자치도 춘천시 후평동
51110	강원특별자치도 춘천시 온의동
51110	강원특별자치도 춘천시 교동
51110	강원특별자치도 춘천시 퇴계동
51110	강원특별자치도 춘천시 석사동
51110	강원특별자치도 춘천시 삼천동
51110	강원특별자치도 춘천시 칠전동
51110	강원특별자치도 춘천시 송암동
51110	강원특별자치도 춘천시 신동
51110	강원특별자치도 춘천시 중도동
51110	강원특별자치도 춘천시 신북읍
51110	강원특별자치도 춘천시 동면
51110	강원특별자치도 춘천시 동산면
51110	강원특별자치도 춘천시 신동면
51110	강원특별자치도 춘천시 남면
51110	강원특별자치도 춘천시 서면
51110	강원특별자치도 춘천시 사북면
51110	강원특별자치도 춘천시 북산면
51110	강원특별자치도 춘천시 동내면
51110	강원특별자치도 춘천시 남산면
51130	강원특별자치도 원주시
